,GEOID,pop_tot,state,county,tract,block group
564,1500000US360470116002,1573.0,36,047,011600,2
565,1500000US360470117002,930.0,36,047,011700,2
566,1500000US360470118001,0.0,36,047,011800,1
567,1500000US360470119011,452.0,36,047,011901,1
568,1500000US360470120001,1327.0,36,047,012000,1
569,1500000US360470129013,588.0,36,047,012901,3
570,1500000US360470129021,946.0,36,047,012902,1
571,1500000US360470130002,1218.0,36,047,013000,2
572,1500000US360470131001,1001.0,36,047,013100,1
573,1500000US360470131004,1273.0,36,047,013100,4
574,1500000US360470003012,1082.0,36,047,000301,2
575,1500000US360470030002,620.0,36,047,003000,2
576,1500000US360470054001,1835.0,36,047,005400,1
577,1500000US360470080002,885.0,36,047,008000,2
578,1500000US360470130001,1412.0,36,047,013000,1
579,1500000US360470152003,831.0,36,047,015200,3
580,1500000US360470174000,0.0,36,047,017400,0
581,1500000US360470199002,686.0,36,047,019900,2
582,1500000US360470221002,1399.0,36,047,022100,2
583,1500000US360470245001,1115.0,36,047,024500,1
584,1500000US360470265002,901.0,36,047,026500,2
585,1500000US360470285011,386.0,36,047,028501,1
586,1500000US360470300006,0.0,36,047,030000,6
587,1500000US360470321002,847.0,36,047,032100,2
588,1500000US360470391001,2279.0,36,047,039100,1
589,1500000US360470413002,920.0,36,047,041300,2
590,1500000US360470433003,1740.0,36,047,043300,3
591,1500000US360470449023,0.0,36,047,044902,3
592,1500000US360470491001,2170.0,36,047,049100,1
593,1500000US360470531022,2225.0,36,047,053102,2
594,1500000US360470554002,1336.0,36,047,055400,2
595,1500000US360470610023,1423.0,36,047,061002,3
596,1500000US360470756001,949.0,36,047,075600,1
597,1500000US360470856003,1662.0,36,047,085600,3
598,1500000US360470900003,658.0,36,047,090000,3
599,1500000US360470946002,659.0,36,047,094600,2
600,1500000US360470261001,730.0,36,047,026100,1
601,1500000US360470261003,1347.0,36,047,026100,3
602,1500000US360470261004,794.0,36,047,026100,4
603,1500000US360470262001,1422.0,36,047,026200,1
604,1500000US360470262002,1091.0,36,047,026200,2
605,1500000US360470264001,468.0,36,047,026400,1
606,1500000US360470264003,1465.0,36,047,026400,3
607,1500000US360470264004,1589.0,36,047,026400,4
608,1500000US360470265003,1105.0,36,047,026500,3
609,1500000US360470266001,1419.0,36,047,026600,1
610,1500000US360470266002,1122.0,36,047,026600,2
611,1500000US360470267001,780.0,36,047,026700,1
612,1500000US360470267002,1190.0,36,047,026700,2
613,1500000US360470267004,1208.0,36,047,026700,4
614,1500000US360470268001,940.0,36,047,026800,1
615,1500000US360470268003,1536.0,36,047,026800,3
616,1500000US360470268004,820.0,36,047,026800,4
617,1500000US360470269002,958.0,36,047,026900,2
618,1500000US360470269003,1053.0,36,047,026900,3
619,1500000US360470270002,1230.0,36,047,027000,2
620,1500000US360470271002,1627.0,36,047,027100,2
621,1500000US360470272001,585.0,36,047,027200,1
622,1500000US360470272003,1272.0,36,047,027200,3
623,1500000US360470273001,1256.0,36,047,027300,1
624,1500000US360470273003,1704.0,36,047,027300,3
625,1500000US360470274001,1286.0,36,047,027400,1
626,1500000US360470275001,816.0,36,047,027500,1
627,1500000US360470275002,1659.0,36,047,027500,2
628,1500000US360470275004,1432.0,36,047,027500,4
629,1500000US360470276001,1540.0,36,047,027600,1
630,1500000US360470276002,902.0,36,047,027600,2
631,1500000US360470276003,1196.0,36,047,027600,3
632,1500000US360470277001,1725.0,36,047,027700,1
633,1500000US360470277002,919.0,36,047,027700,2
634,1500000US360470277003,488.0,36,047,027700,3
635,1500000US360470277004,1317.0,36,047,027700,4
636,1500000US360470278001,1321.0,36,047,027800,1
637,1500000US360470278002,1820.0,36,047,027800,2
638,1500000US360470279001,681.0,36,047,027900,1
639,1500000US360470279002,1052.0,36,047,027900,2
640,1500000US360470279003,874.0,36,047,027900,3
641,1500000US360470279004,941.0,36,047,027900,4
642,1500000US360470626002,2060.0,36,047,062600,2
643,1500000US360470628002,1069.0,36,047,062800,2
644,1500000US360470628003,639.0,36,047,062800,3
645,1500000US360470632001,861.0,36,047,063200,1
646,1500000US360470636001,1242.0,36,047,063600,1
647,1500000US360470638001,891.0,36,047,063800,1
648,1500000US360470640001,846.0,36,047,064000,1
649,1500000US360470640002,777.0,36,047,064000,2
650,1500000US360470642002,977.0,36,047,064200,2
651,1500000US360470644001,1251.0,36,047,064400,1
652,1500000US360470644003,1591.0,36,047,064400,3
653,1500000US360470646001,903.0,36,047,064600,1
654,1500000US360470648001,1647.0,36,047,064800,1
655,1500000US360470648002,702.0,36,047,064800,2
656,1500000US360470650002,951.0,36,047,065000,2
657,1500000US360470652001,1076.0,36,047,065200,1
658,1500000US360470654002,661.0,36,047,065400,2
659,1500000US360470656001,870.0,36,047,065600,1
660,1500000US360470656002,882.0,36,047,065600,2
661,1500000US360470658001,763.0,36,047,065800,1
662,1500000US360470658002,977.0,36,047,065800,2
663,1500000US360470660001,968.0,36,047,066000,1
664,1500000US360470660002,1099.0,36,047,066000,2
665,1500000US360470662001,1326.0,36,047,066200,1
666,1500000US360470666000,0.0,36,047,066600,0
667,1500000US360470666001,0.0,36,047,066600,1
668,1500000US360470670001,740.0,36,047,067000,1
669,1500000US360470670002,2148.0,36,047,067000,2
670,1500000US360470672001,1832.0,36,047,067200,1
671,1500000US360470674001,922.0,36,047,067400,1
672,1500000US360470674002,926.0,36,047,067400,2
673,1500000US360470676001,1098.0,36,047,067600,1
674,1500000US360470678001,1519.0,36,047,067800,1
675,1500000US360470678002,1603.0,36,047,067800,2
676,1500000US360470680002,1018.0,36,047,068000,2
677,1500000US360470682001,1210.0,36,047,068200,1
678,1500000US360470686001,741.0,36,047,068600,1
679,1500000US360470686002,855.0,36,047,068600,2
680,1500000US360470688002,651.0,36,047,068800,2
681,1500000US360470690001,953.0,36,047,069000,1
682,1500000US360470692001,1591.0,36,047,069200,1
683,1500000US360470696011,860.0,36,047,069601,1
684,1500000US360470280000,0.0,36,047,028000,0
685,1500000US360470280001,1002.0,36,047,028000,1
686,1500000US360470280002,867.0,36,047,028000,2
687,1500000US360470281002,1888.0,36,047,028100,2
688,1500000US360470281003,1375.0,36,047,028100,3
689,1500000US360470282001,1649.0,36,047,028200,1
690,1500000US360470282002,1295.0,36,047,028200,2
691,1500000US360470283001,1163.0,36,047,028300,1
692,1500000US360470283003,1113.0,36,047,028300,3
693,1500000US360470284001,1259.0,36,047,028400,1
694,1500000US360470284003,1005.0,36,047,028400,3
695,1500000US360470286000,0.0,36,047,028600,0
696,1500000US360470286001,1324.0,36,047,028600,1
697,1500000US360470286003,985.0,36,047,028600,3
698,1500000US360470286004,742.0,36,047,028600,4
699,1500000US360470287001,1467.0,36,047,028700,1
700,1500000US360470287002,705.0,36,047,028700,2
701,1500000US360470288001,777.0,36,047,028800,1
702,1500000US360470288002,1410.0,36,047,028800,2
703,1500000US360470289001,899.0,36,047,028900,1
704,1500000US360470289002,1030.0,36,047,028900,2
705,1500000US360470289004,1089.0,36,047,028900,4
706,1500000US360470290001,1027.0,36,047,029000,1
707,1500000US360470290003,1332.0,36,047,029000,3
708,1500000US360470291002,779.0,36,047,029100,2
709,1500000US360470291003,1164.0,36,047,029100,3
710,1500000US360470292001,1654.0,36,047,029200,1
711,1500000US360470292002,1122.0,36,047,029200,2
712,1500000US360470293001,661.0,36,047,029300,1
713,1500000US360470293002,1122.0,36,047,029300,2
714,1500000US360470293004,771.0,36,047,029300,4
715,1500000US360470294000,0.0,36,047,029400,0
716,1500000US360470294001,2494.0,36,047,029400,1
717,1500000US360470295001,1176.0,36,047,029500,1
718,1500000US360470295002,990.0,36,047,029500,2
719,1500000US360470295003,1245.0,36,047,029500,3
720,1500000US360470295004,801.0,36,047,029500,4
721,1500000US360470296001,1450.0,36,047,029600,1
722,1500000US360470296002,1393.0,36,047,029600,2
723,1500000US360470296003,1470.0,36,047,029600,3
724,1500000US360470296004,933.0,36,047,029600,4
725,1500000US360470297001,1337.0,36,047,029700,1
726,1500000US360470696012,2254.0,36,047,069601,2
727,1500000US360470696022,2475.0,36,047,069602,2
728,1500000US360470696023,2066.0,36,047,069602,3
729,1500000US360470698002,573.0,36,047,069800,2
730,1500000US360470700001,858.0,36,047,070000,1
731,1500000US360470702011,722.0,36,047,070201,1
732,1500000US360470702012,690.0,36,047,070201,2
733,1500000US360470702014,1670.0,36,047,070201,4
734,1500000US360470702015,1714.0,36,047,070201,5
735,1500000US360470702021,26.0,36,047,070202,1
736,1500000US360470702030,0.0,36,047,070203,0
737,1500000US360470706011,1430.0,36,047,070601,1
738,1500000US360470706012,1632.0,36,047,070601,2
739,1500000US360470706021,0.0,36,047,070602,1
740,1500000US360470720001,2005.0,36,047,072000,1
741,1500000US360470722002,1384.0,36,047,072200,2
742,1500000US360470724001,898.0,36,047,072400,1
743,1500000US360470726001,2421.0,36,047,072600,1
744,1500000US360470728002,1078.0,36,047,072800,2
745,1500000US360470730001,1446.0,36,047,073000,1
746,1500000US360470732001,898.0,36,047,073200,1
747,1500000US360470732002,1264.0,36,047,073200,2
748,1500000US360470734001,828.0,36,047,073400,1
749,1500000US360470734002,870.0,36,047,073400,2
750,1500000US360470736001,1054.0,36,047,073600,1
751,1500000US360470736002,1215.0,36,047,073600,2
752,1500000US360470736003,1114.0,36,047,073600,3
753,1500000US360470738001,1799.0,36,047,073800,1
754,1500000US360470738002,708.0,36,047,073800,2
755,1500000US360470738003,1099.0,36,047,073800,3
756,1500000US360470740001,1588.0,36,047,074000,1
757,1500000US360470740002,2061.0,36,047,074000,2
758,1500000US360470742001,1776.0,36,047,074200,1
759,1500000US360470742002,1275.0,36,047,074200,2
760,1500000US360470744001,1371.0,36,047,074400,1
761,1500000US360470746001,1390.0,36,047,074600,1
762,1500000US360470746002,1264.0,36,047,074600,2
763,1500000US360470748002,1096.0,36,047,074800,2
764,1500000US360470750001,1574.0,36,047,075000,1
765,1500000US360470752001,1007.0,36,047,075200,1
766,1500000US360470754002,609.0,36,047,075400,2
767,1500000US360470758001,487.0,36,047,075800,1
768,1500000US360470297002,1473.0,36,047,029700,2
769,1500000US360470297003,1602.0,36,047,029700,3
770,1500000US360470298001,1625.0,36,047,029800,1
771,1500000US360470298002,806.0,36,047,029800,2
772,1500000US360470298003,1303.0,36,047,029800,3
773,1500000US360470299002,1162.0,36,047,029900,2
774,1500000US360470300002,921.0,36,047,030000,2
775,1500000US360470300003,577.0,36,047,030000,3
776,1500000US360470300005,610.0,36,047,030000,5
777,1500000US360470301002,1070.0,36,047,030100,2
778,1500000US360470301003,960.0,36,047,030100,3
779,1500000US360470302002,1334.0,36,047,030200,2
780,1500000US360470302003,1683.0,36,047,030200,3
781,1500000US360470303002,567.0,36,047,030300,2
782,1500000US360470303003,1877.0,36,047,030300,3
783,1500000US360470304001,1457.0,36,047,030400,1
784,1500000US360470304002,1415.0,36,047,030400,2
785,1500000US360470305001,837.0,36,047,030500,1
786,1500000US360470305002,1567.0,36,047,030500,2
787,1500000US360470305004,2101.0,36,047,030500,4
788,1500000US360470307001,2248.0,36,047,030700,1
789,1500000US360470307002,2352.0,36,047,030700,2
790,1500000US360470308001,2035.0,36,047,030800,1
791,1500000US360470309001,1201.0,36,047,030900,1
792,1500000US360470311001,655.0,36,047,031100,1
793,1500000US360470311002,1795.0,36,047,031100,2
794,1500000US360470313001,1341.0,36,047,031300,1
795,1500000US360470313002,926.0,36,047,031300,2
796,1500000US360470313004,1093.0,36,047,031300,4
797,1500000US360470314010,0.0,36,047,031401,0
798,1500000US360470314012,486.0,36,047,031401,2
799,1500000US360470314013,1024.0,36,047,031401,3
800,1500000US360470314015,1044.0,36,047,031401,5
801,1500000US360470314016,965.0,36,047,031401,6
802,1500000US360470314020,0.0,36,047,031402,0
803,1500000US360470314021,0.0,36,047,031402,1
804,1500000US360470315001,1125.0,36,047,031500,1
805,1500000US360470315002,1557.0,36,047,031500,2
806,1500000US360470315003,1189.0,36,047,031500,3
807,1500000US360470315004,1269.0,36,047,031500,4
808,1500000US360470317011,1463.0,36,047,031701,1
809,1500000US360470317012,1257.0,36,047,031701,2
810,1500000US360470758002,1068.0,36,047,075800,2
811,1500000US360470760002,915.0,36,047,076000,2
812,1500000US360470760003,1045.0,36,047,076000,3
813,1500000US360470762002,1547.0,36,047,076200,2
814,1500000US360470762003,2033.0,36,047,076200,3
815,1500000US360470764002,1391.0,36,047,076400,2
816,1500000US360470764003,1206.0,36,047,076400,3
817,1500000US360470768001,1089.0,36,047,076800,1
818,1500000US360470768002,1266.0,36,047,076800,2
819,1500000US360470770001,1627.0,36,047,077000,1
820,1500000US360470770002,1045.0,36,047,077000,2
821,1500000US360470772002,1569.0,36,047,077200,2
822,1500000US360470774002,2251.0,36,047,077400,2
823,1500000US360470776001,1050.0,36,047,077600,1
824,1500000US360470776003,1052.0,36,047,077600,3
825,1500000US360470780001,1059.0,36,047,078000,1
826,1500000US360470782001,1370.0,36,047,078200,1
827,1500000US360470782002,3297.0,36,047,078200,2
828,1500000US360470784002,1314.0,36,047,078400,2
829,1500000US360470786011,1106.0,36,047,078601,1
830,1500000US360470786021,678.0,36,047,078602,1
831,1500000US360470786022,1422.0,36,047,078602,2
832,1500000US360470788011,1433.0,36,047,078801,1
833,1500000US360470788012,587.0,36,047,078801,2
834,1500000US360470788021,1639.0,36,047,078802,1
835,1500000US360470790011,1701.0,36,047,079001,1
836,1500000US360470790021,1318.0,36,047,079002,1
837,1500000US360470790022,579.0,36,047,079002,2
838,1500000US360470790023,1317.0,36,047,079002,3
839,1500000US360470792011,1161.0,36,047,079201,1
840,1500000US360470792021,1249.0,36,047,079202,1
841,1500000US360470792022,1101.0,36,047,079202,2
842,1500000US360470794001,641.0,36,047,079400,1
843,1500000US360470794002,1117.0,36,047,079400,2
844,1500000US360470794003,0.0,36,047,079400,3
845,1500000US360470796011,1960.0,36,047,079601,1
846,1500000US360470796021,2201.0,36,047,079602,1
847,1500000US360470796022,2748.0,36,047,079602,2
848,1500000US360470798012,1573.0,36,047,079801,2
849,1500000US360470798021,2234.0,36,047,079802,1
850,1500000US360470798023,1300.0,36,047,079802,3
851,1500000US360470800001,1044.0,36,047,080000,1
852,1500000US360470317013,951.0,36,047,031701,3
853,1500000US360470317021,916.0,36,047,031702,1
854,1500000US360470317022,1304.0,36,047,031702,2
855,1500000US360470317023,1524.0,36,047,031702,3
856,1500000US360470319001,1370.0,36,047,031900,1
857,1500000US360470319002,969.0,36,047,031900,2
858,1500000US360470321001,1597.0,36,047,032100,1
859,1500000US360470321004,1633.0,36,047,032100,4
860,1500000US360470323001,842.0,36,047,032300,1
861,1500000US360470323003,1156.0,36,047,032300,3
862,1500000US360470325001,1321.0,36,047,032500,1
863,1500000US360470325003,3833.0,36,047,032500,3
864,1500000US360470326001,646.0,36,047,032600,1
865,1500000US360470326003,2211.0,36,047,032600,3
866,1500000US360470326004,384.0,36,047,032600,4
867,1500000US360470327001,854.0,36,047,032700,1
868,1500000US360470327002,916.0,36,047,032700,2
869,1500000US360470328001,679.0,36,047,032800,1
870,1500000US360470328002,385.0,36,047,032800,2
871,1500000US360470328004,828.0,36,047,032800,4
872,1500000US360470329002,2074.0,36,047,032900,2
873,1500000US360470329003,1419.0,36,047,032900,3
874,1500000US360470330000,0.0,36,047,033000,0
875,1500000US360470330001,2090.0,36,047,033000,1
876,1500000US360470330003,2241.0,36,047,033000,3
877,1500000US360470331001,1369.0,36,047,033100,1
878,1500000US360470331003,757.0,36,047,033100,3
879,1500000US360470333001,769.0,36,047,033300,1
880,1500000US360470333003,1932.0,36,047,033300,3
881,1500000US360470335001,965.0,36,047,033500,1
882,1500000US360470335003,1147.0,36,047,033500,3
883,1500000US360470336000,0.0,36,047,033600,0
884,1500000US360470336002,1079.0,36,047,033600,2
885,1500000US360470336003,978.0,36,047,033600,3
886,1500000US360470336005,1107.0,36,047,033600,5
887,1500000US360470337011,1293.0,36,047,033701,1
888,1500000US360470337012,918.0,36,047,033701,2
889,1500000US360470337021,815.0,36,047,033702,1
890,1500000US360470337022,854.0,36,047,033702,2
891,1500000US360470339001,910.0,36,047,033900,1
892,1500000US360470339002,1083.0,36,047,033900,2
893,1500000US360470339003,1120.0,36,047,033900,3
894,1500000US360470800003,1330.0,36,047,080000,3
895,1500000US360470802001,1958.0,36,047,080200,1
896,1500000US360470802003,1847.0,36,047,080200,3
897,1500000US360470804001,1191.0,36,047,080400,1
898,1500000US360470804003,618.0,36,047,080400,3
899,1500000US360470806001,2037.0,36,047,080600,1
900,1500000US360470808001,1668.0,36,047,080800,1
901,1500000US360470810002,1110.0,36,047,081000,2
902,1500000US360470814001,1257.0,36,047,081400,1
903,1500000US360470816001,1032.0,36,047,081600,1
904,1500000US360470816002,1562.0,36,047,081600,2
905,1500000US360470818002,926.0,36,047,081800,2
906,1500000US360470818003,796.0,36,047,081800,3
907,1500000US360470820002,1752.0,36,047,082000,2
908,1500000US360470820003,1290.0,36,047,082000,3
909,1500000US360470822002,1517.0,36,047,082200,2
910,1500000US360470822003,2836.0,36,047,082200,3
911,1500000US360470824001,1685.0,36,047,082400,1
912,1500000US360470824002,1164.0,36,047,082400,2
913,1500000US360470824004,741.0,36,047,082400,4
914,1500000US360470826002,540.0,36,047,082600,2
915,1500000US360470826003,1669.0,36,047,082600,3
916,1500000US360470828001,993.0,36,047,082800,1
917,1500000US360470828002,957.0,36,047,082800,2
918,1500000US360470830001,1120.0,36,047,083000,1
919,1500000US360470830002,1795.0,36,047,083000,2
920,1500000US360470830003,1520.0,36,047,083000,3
921,1500000US360470830004,2125.0,36,047,083000,4
922,1500000US360470832001,826.0,36,047,083200,1
923,1500000US360470832002,1174.0,36,047,083200,2
924,1500000US360470834001,910.0,36,047,083400,1
925,1500000US360470834002,614.0,36,047,083400,2
926,1500000US360470836001,723.0,36,047,083600,1
927,1500000US360470836002,1325.0,36,047,083600,2
928,1500000US360470838001,904.0,36,047,083800,1
929,1500000US360470838002,1209.0,36,047,083800,2
930,1500000US360470840001,1666.0,36,047,084000,1
931,1500000US360470840002,1037.0,36,047,084000,2
932,1500000US360470846001,1192.0,36,047,084600,1
933,1500000US360470848001,880.0,36,047,084800,1
934,1500000US360470848002,714.0,36,047,084800,2
935,1500000US360470852001,24.0,36,047,085200,1
936,1500000US360470001002,548.0,36,047,000100,2
937,1500000US360470001004,1720.0,36,047,000100,4
938,1500000US360470002001,992.0,36,047,000200,1
939,1500000US360470339004,1285.0,36,047,033900,4
940,1500000US360470340001,1387.0,36,047,034000,1
941,1500000US360470340002,604.0,36,047,034000,2
942,1500000US360470341001,1015.0,36,047,034100,1
943,1500000US360470341002,517.0,36,047,034100,2
944,1500000US360470341003,1662.0,36,047,034100,3
945,1500000US360470342001,2351.0,36,047,034200,1
946,1500000US360470342002,1238.0,36,047,034200,2
947,1500000US360470342004,995.0,36,047,034200,4
948,1500000US360470343001,490.0,36,047,034300,1
949,1500000US360470343003,1697.0,36,047,034300,3
950,1500000US360470345001,1305.0,36,047,034500,1
951,1500000US360470345002,1619.0,36,047,034500,2
952,1500000US360470347002,814.0,36,047,034700,2
953,1500000US360470347003,1621.0,36,047,034700,3
954,1500000US360470348002,1525.0,36,047,034800,2
955,1500000US360470349011,1230.0,36,047,034901,1
956,1500000US360470349021,1780.0,36,047,034902,1
957,1500000US360470349022,1044.0,36,047,034902,2
958,1500000US360470350001,1659.0,36,047,035000,1
959,1500000US360470350002,1312.0,36,047,035000,2
960,1500000US360470351021,1204.0,36,047,035102,1
961,1500000US360470351022,1116.0,36,047,035102,2
962,1500000US360470352001,1162.0,36,047,035200,1
963,1500000US360470353011,1902.0,36,047,035301,1
964,1500000US360470353021,1197.0,36,047,035302,1
965,1500000US360470353022,1528.0,36,047,035302,2
966,1500000US360470354002,2062.0,36,047,035400,2
967,1500000US360470354003,1305.0,36,047,035400,3
968,1500000US360470355002,1529.0,36,047,035500,2
969,1500000US360470356011,2553.0,36,047,035601,1
970,1500000US360470356021,1007.0,36,047,035602,1
971,1500000US360470356023,2349.0,36,047,035602,3
972,1500000US360470357011,2317.0,36,047,035701,1
973,1500000US360470359001,993.0,36,047,035900,1
974,1500000US360470359002,1523.0,36,047,035900,2
975,1500000US360470359004,1471.0,36,047,035900,4
976,1500000US360470360011,978.0,36,047,036001,1
977,1500000US360470360013,1269.0,36,047,036001,3
978,1500000US360470360021,1917.0,36,047,036002,1
979,1500000US360470360022,1961.0,36,047,036002,2
980,1500000US360470361001,601.0,36,047,036100,1
981,1500000US360470854002,1107.0,36,047,085400,2
982,1500000US360470856001,800.0,36,047,085600,1
983,1500000US360470858001,764.0,36,047,085800,1
984,1500000US360470860001,953.0,36,047,086000,1
985,1500000US360470860002,1197.0,36,047,086000,2
986,1500000US360470862001,918.0,36,047,086200,1
987,1500000US360470862002,1205.0,36,047,086200,2
988,1500000US360470864001,1123.0,36,047,086400,1
989,1500000US360470864002,1394.0,36,047,086400,2
990,1500000US360470866002,777.0,36,047,086600,2
991,1500000US360470866003,1080.0,36,047,086600,3
992,1500000US360470868002,698.0,36,047,086800,2
993,1500000US360470868003,1637.0,36,047,086800,3
994,1500000US360470870002,1201.0,36,047,087000,2
995,1500000US360470872001,548.0,36,047,087200,1
996,1500000US360470872002,1073.0,36,047,087200,2
997,1500000US360470874011,1380.0,36,047,087401,1
998,1500000US360470874012,2602.0,36,047,087401,2
999,1500000US360470876002,617.0,36,047,087600,2
1000,1500000US360470878001,359.0,36,047,087800,1
1001,1500000US360470878003,1829.0,36,047,087800,3
1002,1500000US360470880011,1239.0,36,047,088001,1
1003,1500000US360470880021,1225.0,36,047,088002,1
1004,1500000US360470882001,3005.0,36,047,088200,1
1005,1500000US360470882003,545.0,36,047,088200,3
1006,1500000US360470882004,1719.0,36,047,088200,4
1007,1500000US360470884001,2200.0,36,047,088400,1
1008,1500000US360470884002,1171.0,36,047,088400,2
1009,1500000US360470884003,1336.0,36,047,088400,3
1010,1500000US360470886001,978.0,36,047,088600,1
1011,1500000US360470886002,1473.0,36,047,088600,2
1012,1500000US360470886003,1422.0,36,047,088600,3
1013,1500000US360470888001,1353.0,36,047,088800,1
1014,1500000US360470888002,1443.0,36,047,088800,2
1015,1500000US360470888003,1264.0,36,047,088800,3
1016,1500000US360470890001,836.0,36,047,089000,1
1017,1500000US360470890002,765.0,36,047,089000,2
1018,1500000US360470890003,528.0,36,047,089000,3
1019,1500000US360470890004,2056.0,36,047,089000,4
1020,1500000US360470890005,769.0,36,047,089000,5
1021,1500000US360470890006,835.0,36,047,089000,6
1022,1500000US360470892002,691.0,36,047,089200,2
1023,1500000US360470003013,847.0,36,047,000301,3
1024,1500000US360470003015,353.0,36,047,000301,5
1025,1500000US360470005011,2501.0,36,047,000501,1
1026,1500000US360470005013,853.0,36,047,000501,3
1027,1500000US360470005021,1503.0,36,047,000502,1
1028,1500000US360470007001,1674.0,36,047,000700,1
1029,1500000US360470007002,997.0,36,047,000700,2
1030,1500000US360470009001,2716.0,36,047,000900,1
1031,1500000US360470009002,1938.0,36,047,000900,2
1032,1500000US360470011001,1502.0,36,047,001100,1
1033,1500000US360470013001,1754.0,36,047,001300,1
1034,1500000US360470013002,163.0,36,047,001300,2
1035,1500000US360470015011,2656.0,36,047,001501,1
1036,1500000US360470015012,2219.0,36,047,001501,2
1037,1500000US360470015021,4654.0,36,047,001502,1
1038,1500000US360470018010,0.0,36,047,001801,0
1039,1500000US360470018011,0.0,36,047,001801,1
1040,1500000US360470018012,1920.0,36,047,001801,2
1041,1500000US360470018020,0.0,36,047,001802,0
1042,1500000US360470018021,0.0,36,047,001802,1
1043,1500000US360470018030,0.0,36,047,001803,0
1044,1500000US360470018031,0.0,36,047,001803,1
1045,1500000US360470018040,0.0,36,047,001804,0
1046,1500000US360470020001,520.0,36,047,002000,1
1047,1500000US360470020002,983.0,36,047,002000,2
1048,1500000US360470021002,2259.0,36,047,002100,2
1049,1500000US360470021003,1315.0,36,047,002100,3
1050,1500000US360470022002,1546.0,36,047,002200,2
1051,1500000US360470022003,940.0,36,047,002200,3
1052,1500000US360470023001,1528.0,36,047,002300,1
1053,1500000US360470023002,1625.0,36,047,002300,2
1054,1500000US360470029011,3483.0,36,047,002901,1
1055,1500000US360470030001,925.0,36,047,003000,1
1056,1500000US360470031012,498.0,36,047,003101,2
1057,1500000US360470031013,11.0,36,047,003101,3
1058,1500000US360470033001,1476.0,36,047,003300,1
1059,1500000US360470033002,3003.0,36,047,003300,2
1060,1500000US360470034001,874.0,36,047,003400,1
1061,1500000US360470034002,1536.0,36,047,003400,2
1062,1500000US360470035001,1205.0,36,047,003500,1
1063,1500000US360470035002,875.0,36,047,003500,2
1064,1500000US360470036002,1552.0,36,047,003600,2
1065,1500000US360470361002,1517.0,36,047,036100,2
1066,1500000US360470361003,716.0,36,047,036100,3
1067,1500000US360470362001,1346.0,36,047,036200,1
1068,1500000US360470362002,1060.0,36,047,036200,2
1069,1500000US360470362003,1272.0,36,047,036200,3
1070,1500000US360470363001,873.0,36,047,036300,1
1071,1500000US360470363002,1173.0,36,047,036300,2
1072,1500000US360470363003,1905.0,36,047,036300,3
1073,1500000US360470363004,1158.0,36,047,036300,4
1074,1500000US360470364001,1202.0,36,047,036400,1
1075,1500000US360470365011,2601.0,36,047,036501,1
1076,1500000US360470365012,963.0,36,047,036501,2
1077,1500000US360470366001,1183.0,36,047,036600,1
1078,1500000US360470366002,1525.0,36,047,036600,2
1079,1500000US360470367001,20.0,36,047,036700,1
1080,1500000US360470367002,584.0,36,047,036700,2
1081,1500000US360470367004,0.0,36,047,036700,4
1082,1500000US360470369001,1728.0,36,047,036900,1
1083,1500000US360470369003,1575.0,36,047,036900,3
1084,1500000US360470369004,1585.0,36,047,036900,4
1085,1500000US360470370002,985.0,36,047,037000,2
1086,1500000US360470370004,734.0,36,047,037000,4
1087,1500000US360470371001,763.0,36,047,037100,1
1088,1500000US360470371003,1212.0,36,047,037100,3
1089,1500000US360470371004,996.0,36,047,037100,4
1090,1500000US360470373001,1142.0,36,047,037300,1
1091,1500000US360470373002,993.0,36,047,037300,2
1092,1500000US360470373004,1332.0,36,047,037300,4
1093,1500000US360470374011,961.0,36,047,037401,1
1094,1500000US360470374013,1081.0,36,047,037401,3
1095,1500000US360470374014,884.0,36,047,037401,4
1096,1500000US360470374021,1847.0,36,047,037402,1
1097,1500000US360470374022,1637.0,36,047,037402,2
1098,1500000US360470374024,317.0,36,047,037402,4
1099,1500000US360470375001,620.0,36,047,037500,1
1100,1500000US360470375003,918.0,36,047,037500,3
1101,1500000US360470377001,876.0,36,047,037700,1
1102,1500000US360470377003,1332.0,36,047,037700,3
1103,1500000US360470377004,1581.0,36,047,037700,4
1104,1500000US360470379002,1273.0,36,047,037900,2
1105,1500000US360470381001,1263.0,36,047,038100,1
1106,1500000US360470381002,2538.0,36,047,038100,2
1107,1500000US360470892003,845.0,36,047,089200,3
1108,1500000US360470894001,778.0,36,047,089400,1
1109,1500000US360470894002,718.0,36,047,089400,2
1110,1500000US360470894004,871.0,36,047,089400,4
1111,1500000US360470896001,487.0,36,047,089600,1
1112,1500000US360470896003,980.0,36,047,089600,3
1113,1500000US360470898002,1117.0,36,047,089800,2
1114,1500000US360470900001,329.0,36,047,090000,1
1115,1500000US360470900004,906.0,36,047,090000,4
1116,1500000US360470900006,464.0,36,047,090000,6
1117,1500000US360470900007,665.0,36,047,090000,7
1118,1500000US360470902002,749.0,36,047,090200,2
1119,1500000US360470902003,508.0,36,047,090200,3
1120,1500000US360470902005,531.0,36,047,090200,5
1121,1500000US360470906001,776.0,36,047,090600,1
1122,1500000US360470906003,1206.0,36,047,090600,3
1123,1500000US360470908001,4391.0,36,047,090800,1
1124,1500000US360470908003,306.0,36,047,090800,3
1125,1500000US360470910001,1221.0,36,047,091000,1
